id_student,code_module,code_presentation,id_assessment,prev_avg_score,prev_std_score,prev_min_score,prev_max_score,num_prev_quizzes,prev_avg_delay,trend,actual_score
475908,DDD,2014J,25363,85.0,0.0,85.0,85.0,1,-2.0,0.0,70.0
475908,DDD,2014J,25364,77.5,10.606601717798213,70.0,85.0,2,-1.0,-15.0,63.0
475908,DDD,2014J,25365,72.66666666666667,11.239810200058244,63.0,85.0,3,-0.6666666666666666,-22.0,67.0
475908,DDD,2014J,25366,71.25,9.604686356149273,63.0,85.0,4,-0.5,-18.0,50.0
475908,DDD,2014J,25367,67.0,12.62933094031509,50.0,85.0,5,-0.4,-35.0,55.0
475945,CCC,2014B,24283,92.0,0.0,92.0,92.0,1,-2.0,0.0,89.0
475945,CCC,2014B,24284,90.5,2.1213203435596424,89.0,92.0,2,3.0,-3.0,85.0
475945,CCC,2014B,24285,88.66666666666667,3.511884584284246,85.0,92.0,3,2.0,-7.0,80.0
475981,BBB,2014B,15009,85.0,0.0,85.0,85.0,1,-6.0,0.0,59.0
475981,BBB,2014B,15010,72.0,18.384776310850235,59.0,85.0,2,-8.0,-26.0,82.0
475981,BBB,2014B,15011,75.33333333333333,14.224392195567912,59.0,85.0,3,-6.333333333333333,-3.0,69.0
475981,BBB,2014B,15012,73.75,12.0381338531629,59.0,85.0,4,-7.0,-16.0,79.0
475981,BBB,2014B,15013,74.8,10.686440005914037,59.0,85.0,5,-10.2,-6.0,77.0
476037,BBB,2013B,14985,48.0,0.0,48.0,48.0,1,72.0,0.0,72.0
476037,BBB,2013B,14986,60.0,16.97056274847714,48.0,72.0,2,65.5,24.0,73.0
476041,DDD,2013B,25335,68.0,0.0,68.0,68.0,1,-4.0,0.0,77.0
476041,DDD,2013B,25336,72.5,6.363961030678928,68.0,77.0,2,-4.0,9.0,82.0
476041,DDD,2013B,25337,75.66666666666667,7.094598884597588,68.0,82.0,3,-5.333333333333333,14.0,67.0
476041,DDD,2013B,25338,73.5,7.234178138070235,67.0,82.0,4,-5.25,-1.0,85.0
476041,DDD,2013B,25339,75.8,8.105553651663778,67.0,85.0,5,-5.0,17.0,54.0
476108,CCC,2014B,24283,94.0,0.0,94.0,94.0,1,-4.0,0.0,88.0
476108,CCC,2014B,24284,91.0,4.242640687119285,88.0,94.0,2,-3.5,-6.0,88.0
476108,CCC,2014B,24285,90.0,3.4641016151377544,88.0,94.0,3,-2.6666666666666665,-6.0,84.0
476144,DDD,2013J,25349,69.0,0.0,69.0,69.0,1,-1.0,0.0,66.0
476144,DDD,2013J,25350,67.5,2.1213203435596424,66.0,69.0,2,-0.5,-3.0,82.0
476144,DDD,2013J,25351,72.33333333333333,8.504900548115383,66.0,82.0,3,1.3333333333333333,13.0,29.0
476144,DDD,2013J,25352,61.5,22.752289262108697,29.0,82.0,4,0.75,-40.0,42.0
476144,DDD,2013J,25353,57.6,21.547621678505497,29.0,82.0,5,3.4,-27.0,11.0
476170,DDD,2013J,25349,63.0,0.0,63.0,63.0,1,0.0,0.0,46.0
476194,FFF,2013B,34861,76.0,0.0,76.0,76.0,1,-14.0,0.0,78.0
476194,FFF,2013B,34862,77.0,1.4142135623730951,76.0,78.0,2,-16.0,2.0,75.0
476194,FFF,2013B,34863,76.33333333333333,1.5275252316519468,75.0,78.0,3,-11.666666666666666,-1.0,72.0
476194,FFF,2013B,34864,75.25,2.5,72.0,78.0,4,-11.25,-4.0,75.0
476201,BBB,2013B,14985,73.0,0.0,73.0,73.0,1,-1.0,0.0,76.0
476201,BBB,2013B,14986,74.5,2.1213203435596424,73.0,76.0,2,-0.5,3.0,87.0
476201,BBB,2013B,14987,78.66666666666667,7.371114795831994,73.0,87.0,3,-0.6666666666666666,14.0,90.0
476201,BBB,2013B,14988,81.5,8.266397845091497,73.0,90.0,4,-1.0,17.0,85.0
476201,BBB,2013B,14989,82.2,7.328028384224504,73.0,90.0,5,-1.0,12.0,74.0
476278,BBB,2013J,14997,66.0,0.0,66.0,66.0,1,-2.0,0.0,69.0
476278,BBB,2013J,14998,67.5,2.1213203435596424,66.0,69.0,2,3.5,3.0,68.0
476278,BBB,2013J,14999,67.66666666666667,1.5275252316519468,66.0,69.0,3,2.3333333333333335,2.0,71.0
476278,BBB,2013J,15000,68.5,2.0816659994661326,66.0,71.0,4,3.5,5.0,0.0
476278,BBB,2013J,15001,54.8,30.68713085317687,0.0,71.0,5,4.2,-66.0,78.0
476297,BBB,2013B,14985,58.0,0.0,58.0,58.0,1,6.0,0.0,71.0
476297,BBB,2013B,14986,64.5,9.192388155425117,58.0,71.0,2,2.5,13.0,66.0
476297,BBB,2013B,14987,65.0,6.557438524302,58.0,71.0,3,1.6666666666666667,8.0,70.0
476297,BBB,2013B,14988,66.25,5.909032633745278,58.0,71.0,4,1.5,12.0,80.0
476297,BBB,2013B,14989,69.0,8.0,58.0,80.0,5,1.4,22.0,70.0
476355,DDD,2013J,25349,52.0,0.0,52.0,52.0,1,-1.0,0.0,42.0
476369,BBB,2013B,14985,90.0,0.0,90.0,90.0,1,-2.0,0.0,95.0
476369,BBB,2013B,14986,92.5,3.5355339059327378,90.0,95.0,2,-2.0,5.0,93.0
476369,BBB,2013B,14987,92.66666666666667,2.516611478423583,90.0,95.0,3,-1.6666666666666667,3.0,90.0
476369,BBB,2013B,14988,92.0,2.449489742783178,90.0,95.0,4,-1.5,0.0,90.0
476369,BBB,2013B,14989,91.6,2.3021728866442674,90.0,95.0,5,-1.4,0.0,85.0
476401,FFF,2014J,34900,74.0,0.0,74.0,74.0,1,-1.0,0.0,70.0
476401,FFF,2014J,34901,72.0,2.8284271247461903,70.0,74.0,2,-1.0,-4.0,55.0
476401,FFF,2014J,34902,66.33333333333333,10.016652800877813,55.0,74.0,3,0.3333333333333333,-19.0,59.0
476401,FFF,2014J,34903,64.5,8.962886439832502,55.0,74.0,4,0.0,-15.0,63.0
476438,EEE,2014J,30720,98.0,0.0,98.0,98.0,1,-3.0,0.0,96.0
476438,EEE,2014J,30721,97.0,1.4142135623730951,96.0,98.0,2,-3.5,-2.0,89.0
476438,EEE,2014J,30722,94.33333333333333,4.725815626252608,89.0,98.0,3,-3.3333333333333335,-9.0,93.0
476497,EEE,2014J,30720,78.0,0.0,78.0,78.0,1,-2.0,0.0,56.0
476497,EEE,2014J,30721,67.0,15.556349186104045,56.0,78.0,2,-2.0,-22.0,43.0
476520,FFF,2013J,34874,88.0,0.0,88.0,88.0,1,-1.0,0.0,58.0
476520,FFF,2013J,34875,73.0,21.213203435596427,58.0,88.0,2,-1.0,-30.0,79.0
476520,FFF,2013J,34876,75.0,15.394804318340652,58.0,88.0,3,-1.0,-9.0,67.0
476520,FFF,2013J,34877,73.0,13.19090595827292,58.0,88.0,4,-0.75,-21.0,81.0
476596,BBB,2013B,14985,73.0,0.0,73.0,73.0,1,-1.0,0.0,70.0
476596,BBB,2013B,14986,71.5,2.1213203435596424,70.0,73.0,2,-0.5,-3.0,64.0
476596,BBB,2013B,14988,69.0,4.58257569495584,64.0,73.0,3,-0.6666666666666666,-9.0,74.0
476596,BBB,2013B,14989,70.25,4.5,64.0,74.0,4,-0.75,1.0,66.0
476603,AAA,2014J,1759,82.0,0.0,82.0,82.0,1,0.0,0.0,85.0
476603,AAA,2014J,1760,83.5,2.1213203435596424,82.0,85.0,2,6.5,3.0,87.0
476603,AAA,2014J,1761,84.66666666666667,2.5166114784235836,82.0,87.0,3,9.0,5.0,79.0
476603,AAA,2014J,1762,83.25,3.5,79.0,87.0,4,9.75,-3.0,86.0
476629,FFF,2014J,34900,68.0,0.0,68.0,68.0,1,-1.0,0.0,66.0
476629,FFF,2014J,34901,67.0,1.4142135623730951,66.0,68.0,2,-1.0,-2.0,54.0
476629,FFF,2014J,34902,62.666666666666664,7.571877794400365,54.0,68.0,3,1.6666666666666667,-14.0,37.0
476629,FFF,2014J,34903,56.25,14.244882121894399,37.0,68.0,4,1.25,-31.0,66.0
476637,DDD,2013B,25335,93.0,0.0,93.0,93.0,1,-4.0,0.0,94.0
476637,DDD,2013B,25336,93.5,0.7071067811865476,93.0,94.0,2,-3.5,1.0,96.0
476637,DDD,2013B,25337,94.33333333333333,1.5275252316519468,93.0,96.0,3,-4.333333333333333,3.0,99.0
476637,DDD,2013B,25338,95.5,2.6457513110645907,93.0,99.0,4,-4.0,6.0,98.0
476637,DDD,2013B,25339,96.0,2.5495097567963922,93.0,99.0,5,-3.4,5.0,97.0
476709,BBB,2013B,14985,80.0,0.0,80.0,80.0,1,0.0,0.0,81.0
476709,BBB,2013B,14986,80.5,0.7071067811865476,80.0,81.0,2,0.0,1.0,93.0
476709,BBB,2013B,14987,84.66666666666667,7.234178138070235,80.0,93.0,3,2.3333333333333335,13.0,78.0
476709,BBB,2013B,14988,83.0,6.782329983125268,78.0,93.0,4,1.75,-2.0,96.0
476709,BBB,2013B,14989,85.6,8.264381404557755,78.0,96.0,5,3.6,16.0,79.0
476710,BBB,2013B,14985,70.0,0.0,70.0,70.0,1,0.0,0.0,71.0
476710,BBB,2013B,14986,70.5,0.7071067811865476,70.0,71.0,2,0.0,1.0,77.0
476710,BBB,2013B,14987,72.66666666666667,3.7859388972001824,70.0,77.0,3,0.0,7.0,69.0
476710,BBB,2013B,14988,71.75,3.593976442141304,69.0,77.0,4,-0.25,-1.0,64.0
476710,BBB,2013B,14989,70.2,4.658325879540846,64.0,77.0,5,-0.2,-6.0,65.0
476769,BBB,2014J,15021,100.0,0.0,100.0,100.0,1,-8.0,0.0,58.0
476769,BBB,2014J,15022,79.0,29.698484809834994,58.0,100.0,2,-5.0,-42.0,69.0
476769,BBB,2014J,15023,75.66666666666667,21.77919496522618,58.0,100.0,3,-4.0,-31.0,65.0
476769,BBB,2014J,15024,73.0,18.565200420859092,58.0,100.0,4,-3.75,-35.0,70.0
476783,BBB,2013B,14985,78.0,0.0,78.0,78.0,1,-6.0,0.0,82.0
476783,BBB,2013B,14986,80.0,2.8284271247461903,78.0,82.0,2,-5.0,4.0,89.0
476783,BBB,2013B,14987,83.0,5.5677643628300215,78.0,89.0,3,-2.3333333333333335,11.0,90.0
476783,BBB,2013B,14988,84.75,5.737304826019502,78.0,90.0,4,-1.75,12.0,85.0
476783,BBB,2013B,14989,84.8,4.969909455915671,78.0,90.0,5,-1.8,7.0,90.0
476816,BBB,2013J,14997,74.0,0.0,74.0,74.0,1,0.0,0.0,48.0
476822,DDD,2013J,25349,57.0,0.0,57.0,57.0,1,20.0,0.0,73.0
476822,DDD,2013J,25350,65.0,11.313708498984761,57.0,73.0,2,16.0,16.0,72.0
476822,DDD,2013J,25351,67.33333333333333,8.962886439832502,57.0,73.0,3,10.333333333333334,15.0,44.0
476822,DDD,2013J,25352,61.5,13.771952173409064,44.0,73.0,4,10.75,-13.0,16.0
476822,DDD,2013J,25353,52.4,23.586012804202408,16.0,73.0,5,8.6,-41.0,15.0
476845,FFF,2013B,34861,90.0,0.0,90.0,90.0,1,0.0,0.0,96.0
476845,FFF,2013B,34862,93.0,4.242640687119285,90.0,96.0,2,0.0,6.0,93.0
476845,FFF,2013B,34863,93.0,3.0,90.0,96.0,3,0.0,3.0,88.0
476845,FFF,2013B,34864,91.75,3.5,88.0,96.0,4,0.0,-2.0,40.0
476910,DDD,2013B,25335,91.0,0.0,91.0,91.0,1,-1.0,0.0,85.0
476910,DDD,2013B,25336,88.0,4.242640687119285,85.0,91.0,2,-1.5,-6.0,89.0
476910,DDD,2013B,25337,88.33333333333333,3.055050463303893,85.0,91.0,3,-1.0,-2.0,84.0
476910,DDD,2013B,25338,87.25,3.304037933599835,84.0,91.0,4,0.5,-7.0,76.0
476910,DDD,2013B,25339,85.0,5.787918451395113,76.0,91.0,5,1.2,-15.0,86.0
476921,GGG,2013J,37416,75.0,0.0,75.0,75.0,1,-13.0,0.0,80.0
476921,GGG,2013J,37417,77.5,3.5355339059327378,75.0,80.0,2,-11.5,5.0,45.0
476937,CCC,2014B,24283,84.0,0.0,84.0,84.0,1,-1.0,0.0,50.0
476964,DDD,2013B,25335,89.0,0.0,89.0,89.0,1,-8.0,0.0,85.0
476964,DDD,2013B,25336,87.0,2.8284271247461903,85.0,89.0,2,-6.0,-4.0,91.0
476964,DDD,2013B,25337,88.33333333333333,3.055050463303893,85.0,91.0,3,-7.333333333333333,2.0,92.0
476964,DDD,2013B,25338,89.25,3.095695936834452,85.0,92.0,4,-9.25,3.0,91.0
476964,DDD,2013B,25339,89.6,2.792848008753788,85.0,92.0,5,-4.4,2.0,88.0
477009,BBB,2013B,14985,69.0,0.0,69.0,69.0,1,-8.0,0.0,69.0
477009,BBB,2013B,14986,69.0,0.0,69.0,69.0,2,-5.5,0.0,22.0
477009,BBB,2013B,14987,53.333333333333336,27.135462651912412,22.0,69.0,3,-6.0,-47.0,0.0
477009,BBB,2013B,14988,40.0,34.66987164671943,0.0,69.0,4,-6.25,-69.0,63.0
477009,BBB,2013B,14989,44.6,31.73798985443155,0.0,69.0,5,-5.0,-6.0,68.0
477011,BBB,2013B,14985,68.0,0.0,68.0,68.0,1,6.0,0.0,71.0
477011,BBB,2013B,14986,69.5,2.1213203435596424,68.0,71.0,2,2.5,3.0,67.0
477011,BBB,2013B,14987,68.66666666666667,2.081665999466133,67.0,71.0,3,0.6666666666666666,-1.0,65.0
477011,BBB,2013B,14988,67.75,2.5,65.0,71.0,4,0.5,-3.0,85.0
477011,BBB,2013B,14989,71.2,8.01249024960405,65.0,85.0,5,1.8,17.0,69.0
477067,CCC,2014B,24284,86.0,0.0,86.0,86.0,1,-19.0,0.0,76.0
477099,CCC,2014J,24292,88.0,0.0,88.0,88.0,1,0.0,0.0,75.0
477099,CCC,2014J,24293,81.5,9.192388155425117,75.0,88.0,2,0.0,-13.0,79.0
477099,CCC,2014J,24294,80.66666666666667,6.658328118479393,75.0,88.0,3,0.0,-9.0,79.0
477099,DDD,2014J,25363,65.0,0.0,65.0,65.0,1,0.0,0.0,60.0
477120,DDD,2013J,25349,95.0,0.0,95.0,95.0,1,-2.0,0.0,90.0
477120,DDD,2013J,25350,92.5,3.5355339059327378,90.0,95.0,2,-2.5,-5.0,98.0
477120,DDD,2013J,25351,94.33333333333333,4.041451884327381,90.0,98.0,3,-2.0,3.0,86.0
477120,DDD,2013J,25352,92.25,5.315072906367325,86.0,98.0,4,-2.25,-9.0,93.0
477128,DDD,2013J,25349,81.0,0.0,81.0,81.0,1,-3.0,0.0,99.0
477128,DDD,2013J,25350,90.0,12.727922061357855,81.0,99.0,2,-1.5,18.0,88.0
477128,DDD,2013J,25351,89.33333333333333,9.073771725877467,81.0,99.0,3,-1.6666666666666667,7.0,87.0
477128,DDD,2013J,25352,88.75,7.5,81.0,99.0,4,-1.5,6.0,85.0
477161,DDD,2013J,25349,88.0,0.0,88.0,88.0,1,0.0,0.0,74.0
477161,DDD,2013J,25350,81.0,9.899494936611665,74.0,88.0,2,0.0,-14.0,71.0
477161,DDD,2013J,25351,77.66666666666667,9.073771725877467,71.0,88.0,3,0.0,-17.0,43.0
477161,DDD,2013J,25352,69.0,18.850287354131588,43.0,88.0,4,0.0,-45.0,51.0
477161,DDD,2013J,25353,65.4,18.20164827701052,43.0,88.0,5,1.2,-37.0,37.0
477164,BBB,2013B,14985,65.0,0.0,65.0,65.0,1,-1.0,0.0,53.0
477164,BBB,2013B,14986,59.0,8.48528137423857,53.0,65.0,2,-1.0,-12.0,58.0
477164,BBB,2013B,14987,58.666666666666664,6.027713773341708,53.0,65.0,3,1.3333333333333333,-7.0,38.0
477164,BBB,2013B,14988,53.5,11.445523142259598,38.0,65.0,4,1.0,-27.0,36.0
477164,BBB,2013B,14989,50.0,12.62933094031509,36.0,65.0,5,0.4,-29.0,60.0
477167,BBB,2013B,14985,64.0,0.0,64.0,64.0,1,-4.0,0.0,86.0
477167,BBB,2013B,14986,75.0,15.556349186104045,64.0,86.0,2,-3.5,22.0,88.0
477167,BBB,2013B,14987,79.33333333333333,13.316656236958787,64.0,88.0,3,-2.6666666666666665,24.0,86.0
477167,BBB,2013B,14988,81.0,11.372481406154654,64.0,88.0,4,-2.25,22.0,90.0
477167,BBB,2013B,14989,82.8,10.639548862616309,64.0,90.0,5,-2.2,26.0,88.0
477185,FFF,2013B,34861,72.0,0.0,72.0,72.0,1,0.0,0.0,74.0
477185,FFF,2013B,34862,73.0,1.4142135623730951,72.0,74.0,2,0.0,2.0,69.0
477185,FFF,2013B,34863,71.66666666666667,2.5166114784235836,69.0,74.0,3,-0.3333333333333333,-3.0,52.0
477185,FFF,2013B,34864,66.75,10.04572877727976,52.0,74.0,4,2.5,-20.0,80.0
477319,BBB,2013J,14997,73.0,0.0,73.0,73.0,1,7.0,0.0,45.0
477348,DDD,2013J,25349,85.0,0.0,85.0,85.0,1,-2.0,0.0,78.0
477348,DDD,2013J,25350,81.5,4.949747468305833,78.0,85.0,2,-1.5,-7.0,94.0
477348,DDD,2013J,25351,85.66666666666667,8.020806277010644,78.0,94.0,3,-1.3333333333333333,9.0,72.0
477348,DDD,2013J,25352,82.25,9.464847243000456,72.0,94.0,4,-1.5,-13.0,90.0
477348,DDD,2013J,25353,83.8,8.899438184514796,72.0,94.0,5,-1.8,5.0,84.0
477354,DDD,2014J,25363,80.0,0.0,80.0,80.0,1,0.0,0.0,90.0
477354,DDD,2014J,25364,85.0,7.0710678118654755,80.0,90.0,2,2.5,10.0,78.0
477354,DDD,2014J,25365,82.66666666666667,6.429100507328636,78.0,90.0,3,5.0,-2.0,89.0
477354,DDD,2014J,25366,84.25,6.13052471924984,78.0,90.0,4,6.75,9.0,62.0
477354,DDD,2014J,25367,79.8,11.278297743897348,62.0,90.0,5,8.2,-18.0,59.0
477412,DDD,2013J,25352,88.0,0.0,88.0,88.0,1,-2.0,0.0,82.0
477412,DDD,2013J,25353,85.0,4.242640687119285,82.0,88.0,2,-1.5,-6.0,75.0
477451,DDD,2013B,25335,76.0,0.0,76.0,76.0,1,0.0,0.0,73.0
477451,DDD,2013B,25336,74.5,2.1213203435596424,73.0,76.0,2,-0.5,-3.0,81.0
477451,DDD,2013B,25337,76.66666666666667,4.041451884327381,73.0,81.0,3,-0.3333333333333333,5.0,37.0
477451,DDD,2013B,25338,66.75,20.1059692628831,37.0,81.0,4,-0.25,-39.0,73.0
477451,DDD,2013B,25339,68.0,17.635192088548397,37.0,81.0,5,-0.2,-3.0,59.0
477468,GGG,2013J,37416,50.0,0.0,50.0,50.0,1,-2.0,0.0,60.0
477468,GGG,2013J,37417,55.0,7.0710678118654755,50.0,60.0,2,-2.5,10.0,70.0
477517,DDD,2013B,25335,91.0,0.0,91.0,91.0,1,-12.0,0.0,84.0
477517,DDD,2013B,25336,87.5,4.949747468305833,84.0,91.0,2,-12.5,-7.0,98.0
477517,DDD,2013B,25337,91.0,7.0,84.0,98.0,3,-11.333333333333334,7.0,94.0
477517,DDD,2013B,25338,91.75,5.909032633745278,84.0,98.0,4,-12.5,3.0,95.0
477556,DDD,2014J,25363,75.0,0.0,75.0,75.0,1,-1.0,0.0,80.0
477556,DDD,2014J,25364,77.5,3.5355339059327378,75.0,80.0,2,0.5,5.0,60.0
477556,DDD,2014J,25365,71.66666666666667,10.408329997330664,60.0,80.0,3,3.3333333333333335,-15.0,63.0
477556,DDD,2014J,25367,69.5,9.539392014169456,60.0,80.0,4,3.5,-12.0,36.0
477588,FFF,2014B,34887,80.0,0.0,80.0,80.0,1,-1.0,0.0,70.0
477588,FFF,2014B,34888,75.0,7.0710678118654755,70.0,80.0,2,0.0,-10.0,62.0
477588,FFF,2014B,34889,70.66666666666667,9.018499505645789,62.0,80.0,3,1.6666666666666667,-18.0,62.0
477588,FFF,2014B,34890,68.5,8.54400374531753,62.0,80.0,4,1.25,-18.0,75.0
477650,GGG,2013J,37416,55.0,0.0,55.0,55.0,1,-2.0,0.0,60.0
477650,GGG,2013J,37417,57.5,3.5355339059327378,55.0,60.0,2,-1.0,5.0,70.0
477734,BBB,2013B,14985,56.0,0.0,56.0,56.0,1,-4.0,0.0,59.0
477734,BBB,2013B,14986,57.5,2.1213203435596424,56.0,59.0,2,-2.0,3.0,63.0
477734,BBB,2013B,14987,59.333333333333336,3.511884584284246,56.0,63.0,3,-7.333333333333333,7.0,70.0
477734,BBB,2013B,14988,62.0,6.0553007081949835,56.0,70.0,4,-4.25,14.0,68.0
477734,BBB,2013B,14989,63.2,5.890670590009256,56.0,70.0,5,-3.6,12.0,72.0
477779,BBB,2014B,15009,73.0,0.0,73.0,73.0,1,-1.0,0.0,56.0
477779,BBB,2014B,15010,64.5,12.020815280171307,56.0,73.0,2,-2.0,-17.0,75.0
477779,BBB,2014B,15011,68.0,10.44030650891055,56.0,75.0,3,-1.6666666666666667,2.0,62.0
477779,BBB,2014B,15012,66.5,9.03696114115064,56.0,75.0,4,-1.5,-11.0,64.0
477779,BBB,2014B,15013,66.0,7.905694150420948,56.0,75.0,5,-1.2,-9.0,65.0
477812,FFF,2013B,34861,90.0,0.0,90.0,90.0,1,-1.0,0.0,86.0
477812,FFF,2013B,34862,88.0,2.8284271247461903,86.0,90.0,2,-1.5,-4.0,87.0
477812,FFF,2013B,34863,87.66666666666667,2.0816659994661326,86.0,90.0,3,-1.0,-3.0,89.0
477812,FFF,2013B,34864,88.0,1.8257418583505538,86.0,90.0,4,-0.75,-1.0,84.0
477825,BBB,2013J,14997,62.0,0.0,62.0,62.0,1,-2.0,0.0,61.0
477825,BBB,2013J,14998,61.5,0.7071067811865476,61.0,62.0,2,-1.5,-1.0,60.0
477825,BBB,2013J,14999,61.0,1.0,60.0,62.0,3,1.6666666666666667,-2.0,67.0
477825,BBB,2013J,15000,62.5,3.1091263510296048,60.0,67.0,4,2.25,5.0,81.0
477825,BBB,2013J,15001,66.2,8.700574693662482,60.0,81.0,5,3.4,19.0,56.0
477833,FFF,2014B,34887,82.0,0.0,82.0,82.0,1,-3.0,0.0,60.0
477833,FFF,2014B,34888,71.0,15.556349186104045,60.0,82.0,2,-0.5,-22.0,48.0
477833,FFF,2014J,34903,61.0,0.0,61.0,61.0,1,-4.0,0.0,68.0
477835,BBB,2013B,14985,63.0,0.0,63.0,63.0,1,8.0,0.0,63.0
477835,BBB,2013B,14986,63.0,0.0,63.0,63.0,2,3.5,0.0,50.0
477835,BBB,2013B,14987,58.666666666666664,7.505553499465135,50.0,63.0,3,2.0,-13.0,70.0
478073,FFF,2014B,34887,80.0,0.0,80.0,80.0,1,-8.0,0.0,90.0
478073,FFF,2014B,34888,85.0,7.0710678118654755,80.0,90.0,2,-2.5,10.0,84.0
478073,FFF,2014B,34890,84.66666666666667,5.033222956847166,80.0,90.0,3,5.0,4.0,93.0
478212,CCC,2014B,24283,30.0,0.0,30.0,30.0,1,4.0,0.0,31.0
478212,CCC,2014B,24284,30.5,0.7071067811865476,30.0,31.0,2,1.5,1.0,31.0
478212,EEE,2013J,30710,64.0,0.0,64.0,64.0,1,3.0,0.0,71.0
478212,EEE,2013J,30711,67.5,4.949747468305833,64.0,71.0,2,1.5,7.0,67.0
478212,EEE,2013J,30712,67.33333333333333,3.511884584284246,64.0,71.0,3,2.0,3.0,43.0
478213,DDD,2013B,25335,64.0,0.0,64.0,64.0,1,0.0,0.0,61.0
478213,DDD,2013B,25336,62.5,2.1213203435596424,61.0,64.0,2,3.5,-3.0,83.0
478213,DDD,2013B,25337,69.33333333333333,11.930353445448855,61.0,83.0,3,2.6666666666666665,19.0,84.0
478213,DDD,2013B,25338,73.0,12.192894105447921,61.0,84.0,4,2.0,20.0,73.0
478213,DDD,2013B,25339,73.0,10.559356040971437,61.0,84.0,5,1.6,9.0,81.0
478242,BBB,2014B,15009,74.0,0.0,74.0,74.0,1,0.0,0.0,79.0
478242,BBB,2014B,15010,76.5,3.5355339059327378,74.0,79.0,2,6.0,5.0,59.0
478242,BBB,2014B,15012,70.66666666666667,10.408329997330664,59.0,79.0,3,13.666666666666666,-15.0,90.0
478242,BBB,2014B,15013,75.5,12.871156384205214,59.0,90.0,4,10.5,16.0,87.0
478244,DDD,2013J,25349,71.0,0.0,71.0,71.0,1,-1.0,0.0,70.0
478244,DDD,2013J,25350,70.5,0.7071067811865476,70.0,71.0,2,-1.0,-1.0,66.0
478244,DDD,2013J,25351,69.0,2.6457513110645907,66.0,71.0,3,-1.0,-5.0,61.0
478244,DDD,2013J,25352,67.0,4.546060565661952,61.0,71.0,4,-1.0,-10.0,16.0
478244,DDD,2013J,25353,56.8,23.14519388555646,16.0,71.0,5,-1.0,-55.0,17.0
478279,FFF,2013B,34861,90.0,0.0,90.0,90.0,1,-2.0,0.0,78.0
478279,FFF,2013B,34862,84.0,8.48528137423857,78.0,90.0,2,-1.5,-12.0,79.0
478279,FFF,2013B,34863,82.33333333333333,6.6583281184793925,78.0,90.0,3,-1.0,-11.0,85.0
478279,FFF,2013B,34864,83.0,5.597618541248888,78.0,90.0,4,-0.75,-5.0,91.0
478289,DDD,2013J,25349,68.0,0.0,68.0,68.0,1,0.0,0.0,69.0
478289,DDD,2013J,25350,68.5,0.7071067811865476,68.0,69.0,2,0.0,1.0,75.0
478289,DDD,2013J,25351,70.66666666666667,3.7859388972001824,68.0,75.0,3,0.0,7.0,56.0
478317,BBB,2013B,14985,67.0,0.0,67.0,67.0,1,0.0,0.0,52.0
478317,BBB,2013B,14986,59.5,10.606601717798213,52.0,67.0,2,3.5,-15.0,64.0
478317,BBB,2013B,14988,61.0,7.937253933193772,52.0,67.0,3,2.3333333333333335,-3.0,33.0
478317,BBB,2013B,14989,54.0,15.427248620541512,33.0,67.0,4,9.75,-34.0,0.0
478326,DDD,2014J,25363,75.0,0.0,75.0,75.0,1,2.0,0.0,65.0
478332,FFF,2013J,34874,88.0,0.0,88.0,88.0,1,-1.0,0.0,54.0
478332,FFF,2013J,34875,71.0,24.041630560342615,54.0,88.0,2,-1.0,-34.0,94.0
478332,FFF,2013J,34876,78.66666666666667,21.571586249817916,54.0,94.0,3,4.0,6.0,63.0
478332,FFF,2013J,34877,74.75,19.276496915501358,54.0,94.0,4,4.25,-25.0,30.0
478337,FFF,2013B,34861,86.0,0.0,86.0,86.0,1,-6.0,0.0,82.0
478337,FFF,2013B,34862,84.0,2.8284271247461903,82.0,86.0,2,-3.5,-4.0,78.0
478337,FFF,2013B,34863,82.0,4.0,78.0,86.0,3,-2.3333333333333335,-8.0,69.0
478337,FFF,2013B,34864,78.75,7.274384280931732,69.0,86.0,4,-1.75,-17.0,80.0
478346,CCC,2014J,24293,54.0,0.0,54.0,54.0,1,0.0,0.0,63.0
478346,CCC,2014J,24294,58.5,6.363961030678928,54.0,63.0,2,0.0,9.0,35.0
478346,DDD,2013B,25335,96.0,0.0,96.0,96.0,1,0.0,0.0,91.0
478346,DDD,2013B,25336,93.5,3.5355339059327378,91.0,96.0,2,0.0,-5.0,96.0
478346,DDD,2013B,25337,94.33333333333333,2.8867513459481287,91.0,96.0,3,0.3333333333333333,0.0,96.0
478346,DDD,2013B,25338,94.75,2.5,91.0,96.0,4,0.25,0.0,64.0
478346,DDD,2013B,25339,88.6,13.921206844235885,64.0,96.0,5,0.8,-32.0,58.0
478412,BBB,2014J,15021,1.0,0.0,1.0,1.0,1,-9.0,0.0,69.0
478412,BBB,2014J,15022,35.0,48.08326112068523,1.0,69.0,2,-7.0,68.0,89.0
478412,BBB,2014J,15023,53.0,46.130250378683186,1.0,89.0,3,-5.333333333333333,88.0,82.0
478412,BBB,2014J,15024,60.25,40.3598397750371,1.0,89.0,4,-5.25,81.0,92.0
478432,FFF,2013B,34861,68.0,0.0,68.0,68.0,1,3.0,0.0,66.0
478432,FFF,2013B,34862,67.0,1.4142135623730951,66.0,68.0,2,4.5,-2.0,71.0
478432,FFF,2013B,34863,68.33333333333333,2.5166114784235836,66.0,71.0,3,6.333333333333333,3.0,63.0
